Year,Budget (in Billion $),Success Rate (%),Duration (in Days),Num_Collaborators,Tech_Maturity,Mission Type_Unmanned,Technology Used_Nuclear Propulsion,Technology Used_Reusable Rocket,Technology Used_Solar Propulsion,Technology Used_Traditional Rocket,Country_France,Country_Germany,Country_India,Country_Israel,Country_Japan,Country_Russia,Country_UAE,Country_UK,Country_USA,Satellite Type_Navigation,Satellite Type_Research,Satellite Type_Spy,Satellite Type_Weather,Environmental Impact_Low,Environmental Impact_Medium,Tech_Budget_Power
2014,11.75,86.0,150,2,4.0,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,47.0
2018,47.3,70.0,204,3,1.0,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,47.3
2010,43.07,86.0,261,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,172.28
2007,25.67,71.0,265,3,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,77.01
2019,43.69,85.0,83,2,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,87.38
2015,22.23,74.0,90,1,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,88.92
2022,44.57,67.0,228,2,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,133.71
2012,18.61,68.0,176,2,4.0,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,74.44
2024,7.93,81.0,58,1,1.0,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,7.93
2020,2.96,52.0,31,1,1.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,2.96
2007,34.99,100.0,128,1,4.0,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,139.96
2023,13.19,68.0,261,1,1.0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,13.19
2011,17.64,51.0,7,2,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,35.28
2016,35.98,56.0,259,1,4.0,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,143.92
2015,22.42,87.0,22,3,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,89.68
2002,8.6,74.0,284,2,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,25.799999999999997
2015,47.21,55.0,312,1,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,47.21
2001,35.24,73.0,315,2,2.0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,70.48
2003,3.66,97.0,79,3,2.0,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,7.32
2016,10.46,72.0,133,3,2.0,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,20.92
2018,27.47,70.0,199,2,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,27.47
2002,8.21,93.0,105,3,4.0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,32.84
2023,31.42,84.0,300,1,3.0,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,94.26
2000,5.88,99.0,133,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,17.64
2007,39.95,90.0,22,3,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,39.95
2020,48.01,68.0,19,3,2.0,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,96.02
2018,5.74,65.0,279,1,1.0,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,5.74
2019,43.18,92.0,183,3,3.0,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,129.54
2002,11.88,87.0,329,2,4.0,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,47.52
2022,2.44,90.0,129,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,9.76
2024,44.93,63.0,352,3,3.0,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,134.79
2024,27.61,70.0,117,1,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,27.61
2021,16.74,94.0,329,2,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,66.96
2007,9.54,69.0,116,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,9.54
2006,36.1,96.0,19,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,True,False,144.4
2002,32.95,82.0,281,2,4.0,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,131.8
2018,12.48,100.0,352,3,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,12.48
2018,36.26,69.0,186,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,36.26
2001,21.54,60.0,316,3,1.0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,21.54
2005,44.12,78.0,343,3,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,44.12
2003,30.83,80.0,11,3,1.0,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,30.83
2018,8.13,53.0,285,3,3.0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,24.39
2013,9.35,81.0,207,1,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,37.4
2024,25.13,50.0,162,2,1.0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,25.13
2018,49.54,66.0,144,1,4.0,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,198.16
2020,44.58,61.0,76,3,1.0,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,44.58
2001,23.22,85.0,5,3,2.0,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,46.44
2010,13.48,94.0,77,1,4.0,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,53.92
2015,48.58,78.0,255,2,2.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,97.16
2013,22.28,65.0,75,2,1.0,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,22.28
2010,47.53,94.0,168,3,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,142.59
2010,1.16,93.0,138,3,3.0,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,3.4799999999999995
2005,25.38,87.0,356,3,2.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,50.76
2022,23.88,80.0,115,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,23.88
2000,8.99,57.0,297,2,3.0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,26.97
2019,1.69,93.0,189,1,4.0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,6.76
2018,43.74,93.0,76,1,2.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,87.48
2012,20.08,97.0,153,1,3.0,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,60.239999999999995
2011,37.13,99.0,93,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,37.13
2020,39.8,71.0,278,1,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,119.39999999999999
2025,2.65,54.0,12,3,1.0,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,2.65
2011,48.05,76.0,292,3,3.0,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,144.14999999999998
2005,39.5,50.0,141,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,39.5
2003,24.15,98.0,117,2,3.0,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,72.44999999999999
2018,22.24,84.0,67,2,3.0,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,66.72
2006,46.98,51.0,119,1,3.0,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,140.94
2024,9.91,97.0,32,2,3.0,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,29.73
2017,30.65,95.0,40,2,2.0,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,61.3
2005,19.01,99.0,125,2,1.0,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,19.01
2023,24.23,50.0,262,3,1.0,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,24.23
2009,38.05,97.0,185,2,1.0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,38.05
2016,23.52,53.0,135,2,1.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True,False,23.52
2010,31.35,69.0,103,1,1.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,31.35
2024,29.38,82.0,183,1,2.0,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,58.76
2010,6.51,61.0,25,2,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,26.04
2003,44.02,70.0,288,1,1.0,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,44.02
2010,39.58,94.0,213,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,39.58
2020,42.08,81.0,154,1,1.0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,42.08
2025,22.92,93.0,129,1,2.0,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,45.84
2014,26.7,53.0,269,3,3.0,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,80.1
2012,13.88,74.0,9,2,1.0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,13.88
2001,38.16,77.0,244,3,1.0,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True,38.16
2003,6.06,76.0,81,3,3.0,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,18.18
2024,42.33,56.0,338,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,169.32
2008,14.31,84.0,250,3,4.0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,57.24
2020,39.28,96.0,358,2,2.0,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False,78.56
2013,41.69,54.0,38,3,4.0,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,166.76
